text,source
"Il se déroule en moyenne 5 à 8 jours entre l’infection par le virus et la possibilité de le transmettre à un tiers, que l’on développe des symptômes ou non. Le risque de transmission est maximal à l’apparition de ces symptômes (lorsqu’on en a), mais il débute en moyenne 2 à 3 jours avant. Ce risque diminue ensuite progressivement à partir du 7e jour suivant l’apparition des symptômes. Il devient limité au-delà de 10 jours et exceptionnel après 14 jours. Attention, ces durées ne sont que des moyennes : plus les symptômes sont sévères et persistent, plus la possibilité de transmettre le virus se prolonge.",inserm.fr
"Le virus pénètre dans l’organisme via les voies aériennes, depuis le nez et la bouche. Une partie de sa protéine de surface (la région RBD de la protéine S) se fixe au récepteur ACE2 exprimé à la surface des cellules qui tapissent nos voies respiratoires. Une autre protéine cellulaire (TMPRSS2) permet ensuite au virus de pénétrer dans la cellule. Une fois à l’intérieur, il utilise la machinerie cellulaire de l’hôte pour s’y multiplier. De nouveaux virions se forment et vont infecter de nouvelles cellules.",inserm.fr
"Ainsi, l’affinité de la liaison entre la protéine S et le récepteur ACE2 détermine le niveau de la réplication virale et la sévérité de la maladie. Bloquer expérimentalement le récepteur ACE2 ou TMPRSS2 permet d’empêcher le virus de pénétrer dans les cellules et se répliquer.",inserm.fr
"Le récepteur ACE2 est présent à la surface d’autres cellules que celles du tissu respiratoire, comme au niveau du système digestif, du cœur ou des vaisseaux sanguins… Ceci explique vraisemblablement l’existence de symptômes extrapulmonaires. Mais le mécanisme par lequel les récepteurs ACE2 sont activés au niveau de ces organes reste à déterminer.",inserm.fr
"L’infection déclenche rapidement la production de molécules impliquées dans l’inflammation, un moyen naturel de lutte contre les infections : des cytokines (IL-6, IL-8, IL-10…) et d’autres médiateurs (TNF-alpha). Ces molécules exercent une action antivirale locale et attirent des cellules immunitaires capables d’éliminer les cellules infectées (monocytes, macrophages, lymphocytes T).",inserm.fr
"Si cette réponse initiale est inefficace, la production des cytokines devient anormale et engendre un phénomène hyperinflammatoire : cet évènement, appelé orage cytokinique, survient souvent autour du 8e jour suivant le début des symptômes. Il induit une réponse immunitaire incontrôlée dont les conséquences peuvent mettre en jeu le pronostic vital et imposer une admission en réanimation.",inserm.fr
"La façon dont se manifeste la Covid-19 est très hétérogène et une part non négligeable des personnes qui sont infectées ne développent pas de symptômes. Il est difficile d’évaluer exactement cette proportion, puisque, par définition, aucun signe clinique ne permet de les identifier. Néanmoins, la littérature internationale suggère qu’ils représentent entre 20 et 50% des patients infectés.",inserm.fr
"Chez les autres, la nature et la sévérité des symptômes est variable. Les manifestations les plus fréquemment citées par les patients, quel que soit leur âge, sont les signes classiques d’infection respiratoire : fièvre et toux. L’infection peut aussi provoquer une accumulation de liquide dans les bronchioles et engendrer une gêne respiratoire (dyspnée).",inserm.fr
"D’autres symptômes peuvent accompagner ou remplacer ces symptômes, de façon moins systématique : douleurs musculaire (myalgies), maux de tête (céphalées), maux de gorge, congestion nasale, nausées, vomissements, diarrhées… La survenue brutale d’une perte de goût (agueusie) ou d’odorat (anosmie) en l’absence de rhinite peut aussi être un signe de Covid-19.",inserm.fr
"Enfin, en particulier chez les personnes âgées et lorsque aucune autre cause n’est identifiable, certains signes apparus brutalement peuvent être des signes atypiques de la maladie, comme des malaises, des chutes à répétition ou un état confusionnel.",inserm.fr
"Dans 80% des cas environ, les symptômes restent légers ou modérés et disparaissent après 5 à 14 jours. Chez certains, la gêne respiratoire liée à l’accumulation de liquide dans les bronchioles peut conduire à un manque d’oxygénation du sang et nécessiter une hospitalisation.",inserm.fr
"La plupart des formes graves se développent dans la deuxième semaine suivant l’apparition des symptômes, lorsqu’un syndrome hyperinflammatoire survient dans la continuité de l’accumulation de liquide dans les voies respiratoires. Celui-ci peut conduire à une insuffisance respiratoire, voire à un syndrome de détresse respiratoire aiguë (SDRA) imposant l’admission en réanimation.",inserm.fr
"D’autres complications potentiellement graves peuvent aussi apparaître, comme une insuffisance rénale, des troubles du rythme cardiaque, des événements thromboemboliques (formation de caillots dans la circulation sanguine), des surinfections bactériennes ou une septicémie.",inserm.fr
"La connaissance des séquelles de la maladie à long terme s’acquiert au fur et à mesure du suivi des premières cohortes de patients. Pour l’heure, la fatigue et la dyspnée semblent pouvoir persister chez certains patients plusieurs semaines, voire plusieurs mois après le début de la maladie. Les malades qui présentent une arythmie cardiaque au cours de la maladie peuvent conserver des troubles cardiaques après leur guérison. Il n’est pas possible de connaître précisément la durée et la nature de ces séquelles pour l’instant. Les données recueillies dans le passé concernant le SRAS ou le MERS laissent penser que les troubles cardiovasculaires pourraient persister après quelques années.",inserm.fr
L’analyse des données épidémiologiques montre que l’âge (plus de 65 ans) et le sexe (masculin) favorisent le développement d’une forme grave de la maladie. Elle montre aussi que les personnes souffrant de certaines pathologies ont plus de risque de développer une forme grave de Covid-19 que les autres. Il s’agit principalement de :,inserm.fr
"En raison d’un risque présumé, les recommandations incluent également cette liste :",inserm.fr
"Pour les personnes concernées par ces dernières situations, le risque est extrapolé à partir des connaissances sur des maladies virales respiratoires mieux connues, comme la grippe, le SARS-CoV ou le MERS-CoV, mais les données épidémiologiques ne permettent pas de le confirmer avec certitude à ce jour.",inserm.fr
"En France, les plus de 65 ans représentent trois quarts des personnes diagnostiquées qui nécessitent une hospitalisation et la moitié de celles qui nécessitent une réanimation. Les 45-64 ans comptent pour un peu moins de 20% des hospitalisations.",inserm.fr
"Par ailleurs, les hommes sont 2 à 3 fois plus nombreux que les femmes à présenter une forme de la maladie qui nécessite une admission en réanimation.",inserm.fr
"Selon les données disponibles début novembre 2020, plus de 9 patients sur 10 décédés de la Covid-19 sont âgés d’au moins 65 ans. Les décès sont exceptionnels chez les moins de 15 ans (0,05% chez les 5-17 ans), mais concernent environ 8% des personnes septuagénaires infectées et 15% de celles de plus de 80 ans.",inserm.fr
"Les moins de 18 ans représentent moins de 10% de l’ensemble des cas diagnostiqués. Chez les enfants en bonne santé, l’infection par le SARS-CoV-2 est asymptomatique ou provoque des formes modérées de la maladie. Les troubles digestifs sont plus souvent retrouvés que chez les adultes, parfois même sans autre symptôme associé.",inserm.fr
"Les formes graves sont plus rares et leur pronostic est meilleur que chez les adultes. Comme chez ces derniers, elles surviennent plus fréquemment en cas de maladies préexistantes : les enfants qui ont une maladie respiratoire chronique (asthme sévère), une cardiopathie congénitale, une maladie neurologique (épilepsie) ou un cancer ont un risque d’admission en réanimation lié à la Covid-19 trois fois plus élevé que les autres enfants. Cependant, le risque absolu de forme grave reste faible. Il est comparable à celui rapporté en cas d’infection par d’autres virus respiratoires.",inserm.fr
"Au troisième trimestre de grossesse, les femmes enceintes sont considérées comme des personnes à risque présumé de développer une forme sévère de Covid-19, comme c’est le cas pour d’autres pneumonies infectieuses. Ce risque est lié aux bouleversements physiologiques associés à la grossesse. Pour autant, la grande majorité de ces femmes présentent des symptômes habituels et non sévères de l’infection à SARS-CoV-2, principalement de la fièvre, une toux et/ou une dyspnée, avec une évolution clinique normale.",inserm.fr
"Concernant l’enfant à naître, quelques études laissent penser qu’il existe un sur-risque de prématurité, de retards de croissance intra-utérins ou de décès néonatals. Si l’infection par SARS-CoV-2 peut être favorisante, des facteurs propres à la mère ou au déroulement de la grossesse pourraient aussi intervenir. Les études disponibles sur le sujet étant encore parcellaires, il convient d’être prudent et d’assurer un bon suivi de la grossesse. L’impact potentiel du virus plus tôt dans la grossesse a également été peu étudié à ce jour.",inserm.fr
"Jusqu’à présent, la transmission du virus in utero à l’enfant en gestation n’a été rapportée et confirmée que pour deux femmes enceintes, selon les données de la littérature internationale. La communauté scientifique reste prudente, estimant que si cette voie de transmission est possible, elle est très rare. En pratique, on assiste plus souvent à la transmission du virus dans les toutes premières heures suivant la naissance, par contact direct de la mère infectée avec son nouveau-né. L’évolution de la maladie chez le nouveau-né est sans gravité dans la grande majorité des cas.",inserm.fr
"Il est établi que l’infection par le SARS-CoV-2 induit une réponse immunitaire. La plupart des personnes infectées produisent des anticorps (immunoglobulines ou Ig) dirigés contre une protéine présente en surface du virus, la protéine S (Spike). La production des Ig de type M (IgM) et de type G (IgG) débute après la première semaine et atteint un pic entre la 2e et la 3e semaine suivant l’infection. Ensuite, le taux de ces anticorps semble décroître avec le temps, mais il n’est pas encore possible de préciser combien de temps leur présence persiste.",inserm.fr
"Néanmoins, il est difficile de savoir si le fait d’avoir été infecté par le virus implique que l’on est immunisé : si ces anticorps sont bien développés, ils ne sont pas forcément neutralisants, c’est-à-dire capables de bloquer le virus pour empêcher le développement de la maladie. Ainsi, la présence d’anticorps témoigne avant tout du fait que l’organisme a été en contact avec le virus, sans que l’on soit certain qu’elle offre une protection contre une nouvelle infection.",inserm.fr
"Par ailleurs, même en présence d’anticorps neutralisants, il est difficile de dire combien de temps l’immunité procurée persistera. Si elle ne dure que quelques mois, il est possible d’être réinfecté au-delà de ce délai.",inserm.fr
De rares cas de réinfection ont été rapportés à travers le monde : ils pourraient être dus à un défaut de réponse immunitaire. Ces réinfections pourraient aussi s’expliquer par le fait que les personnes qui ont eu une forme atténuée ou asymptomatique de Covid-19 semblent développer moins d’anticorps que celles qui ont présenté des symptômes importants. Les études se poursuivent à ce sujet.,inserm.fr
"Il existe trois grands types de tests : les tests virologiques et les tests antigéniques, qui recherchent la présence du virus dans l’organisme à un instant donné, et les tests sérologiques, qui détectent les anticorps produits par l’organisme suite à l’infection par le SARS-CoV-2. Les premiers permettent d’établir si on est porteur du virus au moment du test, tandis que les seconds permettent de savoir si on a déjà été infecté par le virus, qu’on ait présenté des symptômes ou non.",inserm.fr
Les tests virologiques,inserm.fr
Ils détectent le matériel génétique du virus grâce à une méthode qui permet d’amplifier des fragments du génome viral présent dans un prélèvement (RT-PCR).,inserm.fr
Il existe deux types de tests virologiques :,inserm.fr
"En moyenne, le virus est détectable dans les prélèvement nasopharyngés 2 ou 3 jours avant l’apparition des symptômes et 7 à 10 jours après environ. Il est donc peu utile de réaliser un test passé ce délai. Toutefois, certaines personnes conservent des traces de matériel génétique du virus au niveau de l’épithélium respiratoire une fois la maladie terminée. Il est donc possible qu’un test soit positif une à deux semaines suivant la fin des symptômes, alors que l’individu n’est plus contagieux.",inserm.fr
Les tests antigéniques ,inserm.fr
"Ils détectent une des protéines du virus (généralement la protéine de nucléocapside N) dans un prélèvement nasopharyngé ou nasal, simplement mélangé à un réactif. La mise en œuvre du test est semblable à celle des tests de grossesse : quelques gouttes du mélange sont déposées sur une bandelette qui change de couleur en fonction de la présence ou de l’absence du virus dans le prélèvement. Le résultat est connu en moins d’une heure.",inserm.fr
Le principal avantage de ces tests est d’être plus simple et rapide à conduire que les tests virologiques de référence (RT-PCR sur prélèvement nasopharyngé). Ils sont cependant moins sensibles et une confirmation du résultat par RT-PCR peut être nécessaire,inserm.fr
Les tests sérologiques ,inserm.fr
"Ils détectent des anticorps spécifiques dirigés contre le SARS-CoV-2, à partir d’un échantillon de sang. Ces tests sont réalisés en laboratoire. Des tests rapides d’orientation diagnostique (TROD) sont disponibles en pharmacie de ville : ils reposent sur le même principe, sont plus faciles à réaliser, mais moins sensibles. Leur résultat nécessite une confirmation par un test sérologique en laboratoire.",inserm.fr
"Lorsqu’un test sérologique est positif, la présence d’anticorps indique qu’on a été infecté par le SARS-CoV-2, mais cela ne permet pas de savoir si on est contagieux, ni si les anticorps détectés nous confèrent une immunité contre une nouvelle infection.",inserm.fr
Limiter la propagation de l’infection passe par l’application de plusieurs principes :,inserm.fr
"Chacune de ces mesures a ses limites, et c’est donc en les conjuguant qu’on réduit au minimum le risque de propagation du virus.",inserm.fr
Il n’existe pas encore de traitement antiviral efficace contre le SARS-CoV-2. Le traitement de la maladie consiste donc à en soulager les symptômes.,inserm.fr
"Il est conseillé de consulter un médecin qui prescrira un traitement adapté au patient. Le médecin peut aussi s’assurer que le malade ne présente pas de signes de gravité de la maladie ou de risques de complications qui nécessitent un suivi plus étroit, un traitement spécifique, voire une hospitalisation : fréquence respiratoire accrue, hypotension artérielle, confusion, déshydratation, altération brutale de l’état général...",inserm.fr
"À l’hôpital, une oxygénothérapie et une prévention des thromboses veineuses peuvent être mises en place, en complément des traitements symptomatiques. En cas d’aggravation, les soins apportés pallient les défaillances présentées par le patient, qu’elles soient respiratoires (intubation, respirateur…), cardiovasculaires (anti-arythmiques, anticoagulants…) ou encore rénales (dialyse…).",inserm.fr
"Depuis le début de l’épidémie, l’évolution des protocoles de prise en charge des complications a permis d’améliorer le pronostic et de réduire la durée d’hospitalisation et la fréquence des décès associés à la maladie.",inserm.fr
Plusieurs pistes sont envisagées pour lutter contre la Covid-19 :,inserm.fr
"Jusqu’à présent, les essais cliniques qui ont été conduits ont principalement utilisé des médicaments déjà prescrits dans d’autres maladies. On parle de repositionnement thérapeutique. L’avantage de cette approche est que la toxicité et la posologie des molécules sont déjà connues, ce qui permet d’accélérer le processus d’évaluation. Parallèlement, de nouveaux médicaments sont aussi développés, mais ce processus est plus lent et n’a pas encore abouti à des données cliniques probantes.",inserm.fr
Deux méthodes qui permettent de conférer une immunité contre le SARS-CoV-2 sont à l’étude.,inserm.fr
Le développement de vaccins préventifs,inserm.fr
"La recherche clinique est très active dans ce domaine avec une quarantaine de vaccins en phase d’études cliniques et près de 150 en développement préclinique. Parmi les différents candidats vaccins, certains utilisent des approches classiques (virus vivant atténué), mais des techniques plus originales sont envisagées comme la vaccination par administration d’un virus modifié génétiquement pour comporter des gènes spécifiques du SARS-CoV-2, ou par administration d’un ARN codant pour une partie du virus. La recherche clinique avance vite et plusieurs candidats vaccins ont prouvé qu’ils permettaient la production d’anticorps spécifiques chez les personnes vaccinées. Les données d’études de phase 3 seront déterminantes car elles permettront de savoir si les anticorps développés ont des propriétés et un taux suffisant pour neutraliser le virus et éviter le développement de la maladie en cas d’infection.",inserm.fr
La mise au point d’anticorps thérapeutiques,inserm.fr
"L’administration directe aux malades d’anticorps ciblant le SARS-CoV-2 (immunothérapie passive) a été utilisée dès les premiers mois de l’épidémie, à titre compassionnel, en administrant aux plus sévèrement atteints les anticorps produits naturellement par des patients guéris de la maladie. À ce jour, les conclusions des différentes études cliniques sont contrastées, mais suggèrent que cette approche pourrait être plus volontiers pertinente chez les patients immunodéprimés.",inserm.fr
"Par ailleurs, plusieurs laboratoires développent des anticorps monoclonaux spécifiques, produits à partir de cellules immunitaires modifiées par génie génétique pour réagir contre l’un des antigènes du virus. Cette approche pourrait réduire le risque d’aggravation de la maladie. Des essais cliniques sont en cours.",inserm.fr
"Leurs travaux s’attachent à mieux comprendre ce virus, notamment afin d’identifier de nouvelles cibles thérapeutiques, ainsi que la maladie qu’il provoque. Le suivi de cohortes de patients permet par exemple de rassembler des données sur l’évolution de la maladie dans différentes populations (en fonction de l’âge, de pathologies préexistantes…) et de mettre en évidence les facteurs de risque de forme grave de Covid-19.",inserm.fr
"De nombreux projets de recherche portent évidemment sur l’identification ou le développement de traitements, qu’il s’agisse d’antiviraux, d’immunomodulateurs ou encore d’immunothérapies, notamment des vaccins.",inserm.fr
"Des équipes Inserm participent en outre à la surveillance de l’épidémie et des effets des mesures mises en œuvre pour la contrecarrer. De nombreuses études sur divers impacts (sociaux, médicaux...) de la pandémie et du confinement sont également conduites.",inserm.fr
A lire aussi :,inserm.fr
Cette partie du dossier a été rédigée et validée en 2015.,inserm.fr
"Les Coronavirus (CoV) forment une immense famille de virus possédant un génome à ARN extrêmement long (plusieurs milliers de nucléotides). Ils sont entourés d’une capsule de protéines en forme de couronne qui leur vaut leur nom. Il existe de nombreux sous-types de coronavirus infectant différentes espèces animales. L’Homme peut en héberger au moins cinq, parmi lesquels les plus courants sont HCoV-229 et HCoV-OC43.",inserm.fr
"Très répandus, ces virus sont associés à des rhumes et des syndromes grippaux bénins. Ils peuvent également infecter l’Homme sans déclencher de symptômes ou, à l’inverse, être impliqués dans des complications respiratoires de type pneumonie chez des personnes immunodéprimées ou des nourrissons.",inserm.fr
"Ces virus se transmettent facilement d’homme à homme par voie aérienne, au contact de sécrétions ou à celui d’objets contaminés, particulièrement en période hivernale. La période d'incubation qui précède l’apparition des symptômes dure 3 à 6 jours et les traitements, s’ils sont nécessaires, sont symptomatiques (traitement de la fièvre, des congestions ou des douleurs éventuelles). Néanmoins, les infections à coronavirus ne sont habituellement pas diagnostiquées en raison de leur caractère bénin et de leur guérison spontanée.",inserm.fr
Le SRAS-CoV est le premier coronavirus qui a entrainé une maladie grave chez l’Homme. Il a sévi sous forme épidémique entre novembre 2002 et juillet 2003. Plus de 8 000 cas ont été recensés dans 30 pays (dont près de 20% chez des soignants) et 774 personnes sont décédées (soit près de 10% de mortalité).,inserm.fr
"L’épidémie est partie de quelques cas dans la province du Guangdong, en Chine du Sud-Est, suite à la consommation de viande de civette infectée. Ces cas ont ensuite déclenché une chaîne de transmission interhumaine. Plusieurs cas graves sont survenus dans différentes villes des environs de Guangzhou, puis le virus a été introduit à Hong Kong en février 2003. Il s’est ensuite propagé au Vietnam, à Singapour, au Canada, aux Philippines, au Royaume-Uni ou encore aux Etats-Unis, suite aux déplacements de personnes infectées. Il a été possible d’établir un lien entre plus de la moitié des infections et un seul patient arrivé à Hong Kong le 21 février 2003 !",inserm.fr
"Comme avec les coronavirus communs, la transmission du SRAS-CoV a eu lieu de personne à personne par voie aérienne via des gouttelettes respiratoires, par contacts directs avec des sécrétions ou liquides biologiques, ou encore par l’intermédiaire d’un objet contaminé. Néanmoins, le SRAS-CoV était modérément transmissible et une fraction de patients semblait incapable de le transmettre. A l’inverse, quelques cas ont été à l’origine de très nombreux cas secondaires. Les experts ont parlé de super contaminateurs. Ce phénomène pourrait être dû à la charge virale transmise au moment de la contamination et au stade de l’infection.",inserm.fr
"L’épidémie a pu être contrôlée grâce à une alerte mondiale déclenchée le 12 mars 2003 par l’Organisation mondiale de la santé, l’arrêt de la consommation de civettes en Chine, la détection précoce des cas suspects, l’isolement des malades dès les premiers symptômes, la prise en charge des personnes avec qui ils avaient été en contact et la protection des soignants.",inserm.fr
"Lors de l’épidémie de 2003, en France, tous les cas possibles de Sras devaient être signalés et les patient étaient placés en isolement strict. Les personnes contacts étaient également mises en quarantaine pendant 10 jours (à domicile) et suivies quotidiennement. Au total, 437 cas possibles de Sras ont été signalés entre mars et juillet 2003 et 77 personnes contacts ont fait l’objet d’un suivi. Sept cas probables ont été identifiés, dont un est décédé. Aucune transmission secondaire n'a été mise en évidence.",inserm.fr
"Les premiers cas d’infection par le MERS-CoV remontent à 2012, en Arabie Saoudite. La transmission du virus se poursuit aujourd’hui à faible ampleur : à ce jour, les autorités sanitaires ont recensé 1 589 cas et 567 décès dans 26 pays (soit un taux de létalité d’environ 30%), principalement dans la péninsule arabique mais également en Corée du Sud. En France, deux cas ont été diagnostiqués en 2013, dont un cas de transmission secondaire. Les patients avaient été isolés au CHRU de Lille, empêchant toute diffusion du virus. ",inserm.fr
"Le virus semble transmis à l’Homme par le dromadaire via des sécrétions (urine, lait de chamelle…). Plusieurs cas de transmission inter-espèce sont à l’origine de différents foyers épidémiques humains. La transmission d’homme à homme a lieu  par voie aérienne, via des gouttelettes en suspension dans l’air. Mais le virus est faiblement transmissible. Néanmoins, un patient hospitalisé en Corée du Sud est à l’origine de 154 contaminations.",inserm.fr
"L’Organisation mondiale de la santé surveille activement la diffusion du virus et recense les nouveaux cas afin de mettre à jour régulièrement la liste des pays touchés. L’enjeu est de contenir l’épidémie. Des mesures de prévention concernant les contacts avec les dromadaires, des barrières mécaniques comme le port d’un masque ou d’une blouse pour les soignants, le lavage des mains et surtout l’isolement des patients aux symptômes suspects, sont efficaces.",inserm.fr
"A l’heure actuelle, aucun traitement spécifique ou vaccin n’est disponible contre ce virus qui frappe plus sévèrement les personnes immunodéprimées ou atteintes de pathologies chroniques (diabète, insuffisance rénale, infection pulmonaire chronique...).",inserm.fr
"Les infections par le SRAS-CoV et le MERS-CoV sont asymptomatiques chez certaines personnes. Elles peuvent induire une simple fièvre accompagnée de toux chez d’autres. Mais, elles peuvent aussi entrainer une détresse respiratoire aigüe et le décès de la personne infectée.",inserm.fr
"Les premiers symptômes sont peu spécifiques comme une fièvre, des douleurs musculaires, des céphalées, de la fatigue. De 2 à 7 jours plus tard pour le SRAS-CoV et de 5 à 15 jours pour le MERS-CoV, apparaissent des symptômes respiratoires comme une toux sèche, des difficultés à respirer et un manque d’oxygène, ainsi qu’une dégradation de l’état général avec notamment des diarrhées fréquentes, mais également des troubles hépatiques ou urinaires, des étourdissements ou encore des problèmes neuromusculaires. La plupart des malades ont une radiographie thoracique ou une tomodensitométrie anormale dès les premiers jours de la maladie, même en l’absence de signes respiratoires. Les cas sévères évoluent en détresse respiratoire qui nécessite des soins intensifs (oxygénothérapie, ventilation assistée…).",inserm.fr
"Le diagnostic peut être posé de différentes façons : à partir d’une culture virale d’un prélèvement réalisé sur un malade, par le titrage de l’anticorps neutralisant contre ce virus, ou encore par la détection du matériel génétique du virus (par RT-PCR).",inserm.fr
Il n’existe pas de médicament spécifique contre ces virus : la prise en charge repose sur des traitements symptomatiques et des soins de support.,inserm.fr
"Le SRAS-CoV et le MERS-CoV ont tous deux la chauve-souris comme réservoir. Le virus est asymptomatique chez cet animal. Un hôte intermédiaire est nécessaire à la transmission de ces virus à l’Homme : la civette palmiste masquée pour le SRAS-CoV, vendue sur les marchés et consommé dans le sud de la Chine, et le dromadaire pour le MERS-CoV.",inserm.fr
"Le virus passe chez l’Homme via les sécrétions animales, dans des conditions particulières qui restent à identifier. Des mutations génétiques facilitent probablement cette transmission inter-espèce, permettant au virus d’être reconnu par des récepteurs présents à la surface des cellules humaines. Néanmoins, il est difficile de croire qu’une à deux mutations puissent déclencher à elles seules ce passage. Pour le SRAS-CoV une poignée de contaminations serait à l’origine de la majorité des cas via une chaine de transmission humaine associée à des déplacements des personnes contaminées à travers le monde. Alors que pour le MERS, plusieurs personnes ont été contaminées depuis l’animal et ont transmis le virus en petits foyers épidémiques.",inserm.fr
"Les inégalités entre les riches et les pauvres se sont aggravées pendant la pandémie de COVID-19 et la pauvreté s'est accrue, pour la première fois depuis des décennies. ONU Info examine comment la pandémie a fait reculer les efforts pour créer des sociétés plus équitables.",United Nations
"Les coronavirus sont une famille de virus pathogènes pouvant provoquer chez l’homme des maladies de gravité variable (du rhume au Syndrome Respiratoire Aigue Sévère (SRAS)).",vaccinations-airfrance.fr
"Le Coronavirus du syndrome respiratoire du Moyen-Orient (MERS-CoV) est une nouvelle souche proche du SRAS identifiée pour la première fois en avril 2012 sur un patient Saoudien.",vaccinations-airfrance.fr
"Etant donnée l’émergence récente, il est important de signaler que la description et la prévention concernant cette pathologie se basent sur les connaissances actuelles relatives  à cette maladie et sont très susceptibles d’évoluer.",vaccinations-airfrance.fr
"Le Mers-CoV  provoque une maladie respiratoire grave qui se caractérise généralement par de la fièvre, une toux, un essoufflement, une détresse  respiratoire. Chez beaucoup de cas confirmés en laboratoire on a observé une pneumonie. Des troubles gastro-intestinaux et des insuffisances rénales ont aussi été rapportées.",vaccinations-airfrance.fr
"Il est possible que les dromadaires aient un rôle dans la diffusion de la maladie, car on a détecté la présence d’anticorps spécifiques chez ces animaux. Cependant dans beaucoup de cas humains confirmés, il n’y a pas eu de mise en évidence de contacts avec des dromadaires. Comme pour beaucoup de virus il est possible qu’il y ait un « réservoir animal », mais il n’a pas encore été identifié. Une étude explore la piste des chauves -souris.",vaccinations-airfrance.fr
"La transmission inter-humaine est possible et a été observée sur des petits groupes d’individus, mais le mode de contamination n’est pas encore clairement défini même si il semblerait que la pathologie soit transmissible par voie aérienne (gouttelettes de salive) et par contact physique direct avec des personnes ou objets contaminés.",vaccinations-airfrance.fr
"Le nombre de cas est statistiquement faible, mais étant donné qu’il n’y a pas encore de traitement pour cette maladie, la vigilance est la seule ligne de défense. Beaucoup de pays ont déclaré des cas de MERS-CoV sur leur territoire. Tous avaient un rapport direct ou indirect avec un voyage dans la Péninsule Arabique. Seuls les voyages dans cette zone du monde peuvent actuellement constituer un risque d’exposition au MERS-CoV. Les grands rassemblements comme les pèlerinages majorent le risque de contamination.",vaccinations-airfrance.fr
"Suite à la deuxième vague de l'automne, plutôt qu’un « confinement général trop coûteux pour l’économie du pays », le Maroc opte pour la vaccination, par une « décision prise le 9 novembre par le roi Mohammed VI », qui se fera de décembre 2020 à avril 2021. Des doses des vaccins des laboratoire Sinopharm et Astra Zeneca ont été commandées",wikipedia
"Le traitement des patients atteints de la Covid-19 a été généralisé à la hydroxychloroquine 14, les autorités sanitaires au Maroc ont décidé la prescription de cette substance à tous les patients pour éviter un trop important nombre de pertes humaines chez les personnes contaminées",wikipedia
"Si la COVID-19 se propage dans votre communauté, protégez-vous en prenant quelques précautions simples, comme maintenir une distance physique avec autrui, porter un masque, bien ventiler les pièces, éviter les rassemblements, vous laver les mains, et tousser dans votre coude replié ou un mouchoir. Suivez les recommandations locales là où vous vivez et travaillez.",organisation mondial de la santé
"Laissez une distance d’au moins un mètre entre vous et les autres pour réduire le risque d'infection lorsque vous toussez, éternuez ou parlez. Gardez une distance encore plus grande entre vous et les autres lorsque vous êtes à l'intérieur. Plus vous êtes éloigné, mieux c'est.",organisation mondial de la santé
"Considérez le port du masque comme normal lorsque vous êtes avec d'autres personnes. Pour que les masques soient aussi efficaces que possible, il est essentiel de les porter, de les ranger et de les laver ou de les jeter correctement.",organisation mondial de la santé
"Lavez-vous les mains avant de mettre votre masque, ainsi qu'avant de l’enlever et après l'avoir fait.",organisation mondial de la santé
"Assurez-vous qu'il couvre à la fois votre nez, votre bouche et votre menton.",organisation mondial de la santé
"Lorsque vous enlevez votre masque, placez-le dans un sac en plastique propre et lavez-le, chaque jour, s’il s’agit d’un masque en tissu ou jetez-le dans un poubelle si c’est un masque médical.",organisation mondial de la santé
"N’utilisez pas de masques avec des valves d’expiration.",organisation mondial de la santé
"Évitez les espaces clos, très fréquentés, où vous serez en contact étroit avec d'autres personnes",organisation mondial de la santé
"Les risques de contracter la COVID-19 sont plus élevés dans les espaces très fréquentés et insuffisamment ventilés où des personnes infectées passent de longs moments ensemble dans une étroite promiscuité. C'est dans ces environnements que le virus semble se propager le plus efficacement par des gouttelettes respiratoires ou des aérosols, d’où l’importance d’y prendre toutes les précautions.",organisation mondial de la santé
"Lavez-vous les mains régulièrement et soigneusement avec une solution hydroalcoolique ou à l’eau et au savon. Cela permet d'éliminer les microbes, y compris les virus qui peuvent être sur vos mains.",organisation mondial de la santé
"peuvent y être en contact avec le virus. Une fois contaminées, vos mains peuvent transporter le virus jusqu’à vos yeux, votre nez ou votre bouche. De là, le virus peut pénétrer dans votre organisme et vous rendre malade.",organisation mondial de la santé
"En cas de toux ou d’éternuement, couvrez-vous la bouche et le nez avec le pli du coude ou avec un mouchoir. Jetez immédiatement le mouchoir usagé dans une poubelle munie d’un couvercle et lavez-vous les mains. En respectant les règles d’hygiène respiratoire, vous protégez les personnes autour de vous de virus tels que ceux responsables du rhume, de la grippe ou de la COVID-19.",organisation mondial de la santé
"Nettoyez et désinfectez les surfaces fréquemment, en particulier celles qui sont régulièrement touchées, comme les poignées de porte, les robinets et les écrans de téléphone.",organisation mondial de la santé
"Les symptômes les plus courants sont la fièvre, la fatigue et une toux sèche. D’autres symptômes qui sont moins fréquents et peuvent affecter certains patients comprennent la perte du goût ou de l’odorat, des douleurs et courbatures, des maux de tête, des maux de gorge, une congestion nasale, les yeux rouges, une diarrhée, ou une éruption cutanée.",organisation mondial de la santé
"Restez chez vous et isolez-vous si vous avez des symptômes mineurs tels que la toux, des maux de tête, une légère fièvre, jusqu’à ce que vous ayez récupéré. Appelez votre médecin ou une ligne d’assistance téléphonique pour obtenir des conseils. Demandez à quelqu’un de faire vos courses. Si vous devez quitter votre maison ou vivez avec quelqu’un, portez un masque médical pour éviter d’infecter les autres.",organisation mondial de la santé
